연도,월,일정,전시요일,전시순서,온라인상품코드,상품명,브랜드명,정상가,최종혜택가,할인율,결제수량,결제금액(포인트포함),PV
2025,11,11/11,화,8,9100000002,여성 울 블렌드 가디건,LUMEN,219000,186200,15,20,3389000,
2025,11,11/13,목,1,9100000005,러닝 경량 자켓,MOTION LAB,149000,96800,35,87,8136000,
2025,11,11/13,목,2,9100000021,드립 커피메이커,MORNING BREW,159000,79500,50,104,7464000,
2025,11,11/13,목,3,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,38000,45,161,5385000,
2025,11,11/13,목,4,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,160600,15,27,5394000,
2025,11,11/13,목,5,9100000002,여성 울 블렌드 가디건,LUMEN,219000,120500,45,40,4714000,
2025,11,11/13,목,6,9100000013,글로우 쿠션 파운데이션,GLOWMATE,52000,33800,35,144,5293000,
2025,11,11/13,목,7,9100000009,레더 미니 숄더백,ATELIER BAG,329000,296100,10,26,6402000,
2025,11,11/13,목,8,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,50200,15,82,3594000,
2025,11,11/14,금,1,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,41400,40,160,7184000,
2025,11,11/14,금,2,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,35400,40,215,7221000,
2025,11,11/14,금,3,9100000010,데일리 토트백,ATELIER BAG,259000,168400,35,49,7085000,
2025,11,11/14,금,4,9100000021,드립 커피메이커,MORNING BREW,159000,87400,45,76,7800000,
2025,11,11/14,금,5,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,134200,25,36,4086000,
2025,11,11/14,금,6,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,74200,25,44,3925000,
2025,11,11/14,금,7,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,22500,50,206,4640000,
2025,11,11/14,금,8,9100000002,여성 울 블렌드 가디건,LUMEN,219000,120500,45,55,8180000,
2025,11,11/15,토,1,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,32500,45,258,7309000,
2025,11,11/15,토,2,9100000024,무선 서큘레이터,AIRNEST,189000,94500,50,50,4614000,
2025,11,11/15,토,3,9100000002,여성 울 블렌드 가디건,LUMEN,219000,186200,15,19,4133000,
2025,11,11/15,토,4,9100000013,글로우 쿠션 파운데이션,GLOWMATE,52000,46800,10,135,5405000,
2025,11,11/15,토,5,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,143100,10,25,3380000,
2025,11,11/15,토,6,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,161100,10,20,3959000,
2025,11,11/15,토,7,9100000017,퍼퓸 바디워시,BOTANIC DAY,39000,27300,30,152,4958000,
2025,11,11/16,일,1,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,135200,15,39,5412000,
2025,11,11/16,일,2,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,118800,40,73,7317000,
2025,11,11/16,일,3,9100000020,세라믹 냄비 세트,HOME TABLE,249000,124500,50,42,4661000,
2025,11,11/16,일,4,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,44200,25,121,5175000,
2025,11,11/16,일,5,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,135800,35,27,4021000,
2025,11,11/18,화,1,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,38200,15,147,5325000,
2025,11,11/18,화,2,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,59400,40,67,4922000,
2025,11,11/18,화,3,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,92400,45,47,5425000,
2025,11,11/18,화,4,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,177600,15,36,6156000,
2025,11,11/18,화,5,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,125300,30,46,5092000,
2025,11,11/18,화,6,9100000002,여성 울 블렌드 가디건,LUMEN,219000,120500,45,47,6462000,
2025,11,11/18,화,7,9100000005,러닝 경량 자켓,MOTION LAB,149000,104300,30,43,4680000,
2025,11,11/20,목,1,9100000020,세라믹 냄비 세트,HOME TABLE,249000,174300,30,34,7408000,
2025,11,11/20,목,2,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,74200,25,55,3431000,
2025,11,11/20,목,3,9100000023,미니 공기청정기,AIRNEST,299000,254200,15,34,7594000,
2025,11,11/20,목,4,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,99000,50,82,8187000,
2025,11,11/20,목,5,9100000003,남성 클래식 셔츠,NORDEN,129000,96800,25,31,3397000,
2025,11,11/22,토,1,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,148500,25,56,8929000,
2025,11,11/22,토,2,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,54500,45,60,3004000,
2025,11,11/22,토,3,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,34500,50,130,4039000,
2025,11,11/22,토,4,9100000022,전기 토스터,MORNING BREW,119000,65500,45,65,5103000,
2025,11,11/22,토,5,9100000002,여성 울 블렌드 가디건,LUMEN,219000,164200,25,45,7068000,
2025,11,11/22,토,6,9100000023,미니 공기청정기,AIRNEST,299000,194400,35,38,6656000,
2025,11,11/22,토,7,9100000012,진정 세럼,PURELAB,59000,38400,35,111,5028000,
2025,11,11/22,토,8,9100000010,데일리 토트백,ATELIER BAG,259000,194200,25,22,3871000,
2025,11,11/24,월,1,9100000003,남성 클래식 셔츠,NORDEN,129000,103200,20,34,3356000,
2025,11,11/24,월,2,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,158400,20,39,7317000,
2025,11,11/24,월,3,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,134200,25,51,5799000,
2025,11,11/24,월,4,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,51800,25,64,4101000,
2025,11,11/24,월,5,9100000002,여성 울 블렌드 가디건,LUMEN,219000,197100,10,18,4284000,
2025,11,11/24,월,6,9100000014,벨벳 립 틴트,GLOWMATE,32000,17600,45,191,3868000,
2025,11,11/25,화,1,9100000020,세라믹 냄비 세트,HOME TABLE,249000,186800,25,31,5104000,
2025,11,11/25,화,2,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,54500,45,84,5166000,
2025,11,11/25,화,3,9100000021,드립 커피메이커,MORNING BREW,159000,87400,45,79,7526000,
2025,11,11/25,화,4,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,35400,40,136,5344000,
2025,11,11/25,화,5,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,44800,35,93,4680000,
2025,11,11/25,화,6,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,143200,20,52,6397000,
2025,11,11/25,화,7,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,27000,40,158,5220000,
2025,11,11/26,수,1,9100000014,벨벳 립 틴트,GLOWMATE,32000,27200,15,152,4627000,
2025,11,11/26,수,2,9100000017,퍼퓸 바디워시,BOTANIC DAY,39000,19500,50,284,5137000,
2025,11,11/26,수,3,9100000013,글로우 쿠션 파운데이션,GLOWMATE,52000,31200,40,225,8233000,
2025,11,11/26,수,4,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,138600,30,60,6973000,
2025,11,11/26,수,5,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,53100,10,71,4100000,
2025,11,11/30,일,1,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,151200,10,51,9258000,
2025,11,11/30,일,2,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,44800,35,113,5511000,
2025,11,11/30,일,3,9100000005,러닝 경량 자켓,MOTION LAB,149000,104300,30,59,5919000,
2025,11,11/30,일,4,9100000023,미니 공기청정기,AIRNEST,299000,224200,25,29,7871000,
2025,11,11/30,일,5,9100000013,글로우 쿠션 파운데이션,GLOWMATE,52000,33800,35,157,6460000,
2025,11,11/30,일,6,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,64400,35,60,4557000,
2025,11,11/30,일,7,9100000012,진정 세럼,PURELAB,59000,38400,35,118,5531000,
2025,11,11/30,일,8,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,38400,35,84,3148000,
2025,12,12/01,월,1,9100000005,러닝 경량 자켓,MOTION LAB,149000,82000,45,85,6320000,
2025,12,12/01,월,2,9100000011,수분 장벽 크림,PURELAB,68000,51000,25,167,7692000,
2025,12,12/01,월,3,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,135800,35,37,5501000,
2025,12,12/01,월,4,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,27000,40,107,3506000,
2025,12,12/01,월,5,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,103400,35,40,4082000,
2025,12,12/01,월,6,9100000021,드립 커피메이커,MORNING BREW,159000,135200,15,34,4604000,
2025,12,12/04,목,1,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,50200,15,82,4723000,
2025,12,12/04,목,2,9100000022,전기 토스터,MORNING BREW,119000,101200,15,33,3622000,
2025,12,12/04,목,3,9100000023,미니 공기청정기,AIRNEST,299000,239200,20,36,7569000,
2025,12,12/04,목,4,9100000003,남성 클래식 셔츠,NORDEN,129000,64500,50,67,5361000,
2025,12,12/04,목,5,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,107400,40,76,7990000,
2025,12,12/04,목,6,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,134400,20,52,7171000,
2025,12,12/04,목,7,9100000024,무선 서큘레이터,AIRNEST,189000,170100,10,21,4234000,
2025,12,12/06,토,1,9100000014,벨벳 립 틴트,GLOWMATE,32000,16000,50,389,6359000,
2025,12,12/06,토,2,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,125300,30,63,6811000,
2025,12,12/06,토,3,9100000011,수분 장벽 크림,PURELAB,68000,47600,30,109,5726000,
2025,12,12/06,토,4,9100000021,드립 커피메이커,MORNING BREW,159000,87400,45,60,5715000,
2025,12,12/06,토,5,9100000023,미니 공기청정기,AIRNEST,299000,269100,10,16,4794000,
2025,12,12/06,토,6,9100000024,무선 서큘레이터,AIRNEST,189000,151200,20,34,5890000,
2025,12,12/06,토,7,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,99000,50,74,6125000,
2025,12,12/08,월,1,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,79200,20,46,3885000,
2025,12,12/08,월,2,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,156800,25,33,6285000,
2025,12,12/08,월,3,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,103400,35,51,6096000,
2025,12,12/08,월,4,9100000002,여성 울 블렌드 가디건,LUMEN,219000,120500,45,43,6029000,
2025,12,12/08,월,5,9100000011,수분 장벽 크림,PURELAB,68000,47600,30,77,4523000,
2025,12,12/08,월,6,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,98500,45,70,5813000,
2025,12,12/10,수,1,9100000021,드립 커피메이커,MORNING BREW,159000,87400,45,60,6213000,
2025,12,12/10,수,2,9100000023,미니 공기청정기,AIRNEST,299000,164400,45,52,9981000,
2025,12,12/10,수,3,9100000010,데일리 토트백,ATELIER BAG,259000,129500,50,28,4424000,
2025,12,12/10,수,4,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,148500,25,44,7765000,
2025,12,12/10,수,5,9100000024,무선 서큘레이터,AIRNEST,189000,170100,10,28,5468000,
2025,12,12/10,수,6,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,89500,50,54,4079000,
2025,12,12/10,수,7,9100000005,러닝 경량 자켓,MOTION LAB,149000,104300,30,30,3810000,
2025,12,12/12,금,1,9100000017,퍼퓸 바디워시,BOTANIC DAY,39000,19500,50,391,6557000,
2025,12,12/12,금,2,9100000013,글로우 쿠션 파운데이션,GLOWMATE,52000,33800,35,217,6741000,
2025,12,12/12,금,3,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,107400,40,55,6187000,
2025,12,12/12,금,4,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,138600,30,55,8270000,
2025,12,12/12,금,5,9100000011,수분 장벽 크림,PURELAB,68000,37400,45,201,9003000,
2025,12,12/14,일,1,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,50200,15,63,3444000,
2025,12,12/14,일,2,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,84000,50,97,9883000,
2025,12,12/14,일,3,9100000010,데일리 토트백,ATELIER BAG,259000,155400,40,26,4247000,
2025,12,12/14,일,4,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,69300,30,53,3617000,
2025,12,12/14,일,5,9100000014,벨벳 립 틴트,GLOWMATE,32000,25600,20,143,3221000,
2025,12,12/14,일,6,9100000022,전기 토스터,MORNING BREW,119000,83300,30,45,4586000,
2025,12,12/14,일,7,9100000005,러닝 경량 자켓,MOTION LAB,149000,104300,30,49,5568000,
2025,12,12/14,일,8,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,89500,50,52,5222000,
2025,12,12/16,화,1,9100000021,드립 커피메이커,MORNING BREW,159000,127200,20,54,6442000,
2025,12,12/16,화,2,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,44200,25,81,3221000,
2025,12,12/16,화,3,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,108900,45,84,11048000,
2025,12,12/16,화,4,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,103400,35,48,4843000,
2025,12,12/16,화,5,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,48300,30,110,5345000,
2025,12,12/16,화,6,9100000010,데일리 토트백,ATELIER BAG,259000,220200,15,22,4467000,
2025,12,12/16,화,7,9100000014,벨벳 립 틴트,GLOWMATE,32000,28800,10,135,4485000,
2025,12,12/17,수,1,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,109200,35,91,8565000,
2025,12,12/17,수,2,9100000023,미니 공기청정기,AIRNEST,299000,194400,35,26,5482000,
2025,12,12/17,수,3,9100000005,러닝 경량 자켓,MOTION LAB,149000,126600,15,43,4921000,
2025,12,12/17,수,4,9100000012,진정 세럼,PURELAB,59000,47200,20,166,7560000,
2025,12,12/17,수,5,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,79200,20,56,3867000,
2025,12,12/17,수,6,9100000002,여성 울 블렌드 가디건,LUMEN,219000,153300,30,36,5168000,
2025,12,12/17,수,7,9100000009,레더 미니 숄더백,ATELIER BAG,329000,213800,35,22,4628000,
2025,12,12/19,금,1,9100000012,진정 세럼,PURELAB,59000,44200,25,120,5980000,
2025,12,12/19,금,2,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,51800,25,142,7183000,
2025,12,12/19,금,3,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,99000,50,121,11005000,
2025,12,12/19,금,4,9100000014,벨벳 립 틴트,GLOWMATE,32000,27200,15,185,4312000,
2025,12,12/19,금,5,9100000011,수분 장벽 크림,PURELAB,68000,57800,15,159,7837000,
2025,12,12/19,금,6,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,54500,45,72,3636000,
2025,12,12/19,금,7,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,127200,20,50,5460000,
2025,12,12/20,토,1,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,79200,20,60,5123000,
2025,12,12/20,토,2,9100000023,미니 공기청정기,AIRNEST,299000,224200,25,21,5727000,
2025,12,12/20,토,3,9100000010,데일리 토트백,ATELIER BAG,259000,220200,15,21,4128000,
2025,12,12/20,토,4,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,113400,40,29,3897000,
2025,12,12/20,토,5,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,79500,50,57,4617000,
2025,12,12/20,토,6,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,146300,30,26,4177000,
2025,12,12/20,토,7,9100000005,러닝 경량 자켓,MOTION LAB,149000,134100,10,42,5081000,
2025,12,12/22,월,1,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,69300,30,76,5631000,
2025,12,12/22,월,2,9100000022,전기 토스터,MORNING BREW,119000,95200,20,69,5919000,
2025,12,12/22,월,3,9100000012,진정 세럼,PURELAB,59000,44200,25,114,6070000,
2025,12,12/22,월,4,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,170100,10,30,4702000,
2025,12,12/22,월,5,9100000003,남성 클래식 셔츠,NORDEN,129000,90300,30,35,2881000,
2025,12,12/22,월,6,9100000005,러닝 경량 자켓,MOTION LAB,149000,134100,10,33,5308000,
2025,12,12/23,화,1,9100000012,진정 세럼,PURELAB,59000,35400,40,191,6722000,
2025,12,12/23,화,2,9100000023,미니 공기청정기,AIRNEST,299000,179400,40,36,5408000,
2025,12,12/23,화,3,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,152200,15,33,4991000,
2025,12,12/23,화,4,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,54500,45,90,4523000,
2025,12,12/23,화,5,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,84000,50,77,7747000,
2025,12,12/23,화,6,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,87400,45,32,3036000,
2025,12,12/23,화,7,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,48300,30,123,5209000,
2025,12,12/23,화,8,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,44200,25,85,4083000,
2025,12,12/25,목,1,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,53100,10,130,6900000,
2025,12,12/25,목,2,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,168300,15,46,7747000,
2025,12,12/25,목,3,9100000022,전기 토스터,MORNING BREW,119000,101200,15,33,3523000,
2025,12,12/25,목,4,9100000012,진정 세럼,PURELAB,59000,50200,15,165,7156000,
2025,12,12/25,목,5,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,79200,20,41,2710000,
2025,12,12/26,금,1,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,95400,40,58,5211000,
2025,12,12/26,금,2,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,125400,40,79,9898000,
2025,12,12/26,금,3,9100000014,벨벳 립 틴트,GLOWMATE,32000,25600,20,201,6114000,
2025,12,12/26,금,4,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,138600,30,59,9208000,
2025,12,12/26,금,5,9100000009,레더 미니 숄더백,ATELIER BAG,329000,263200,20,20,4744000,
2025,12,12/26,금,6,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,152200,15,28,5230000,
2025,12,12/26,금,7,9100000021,드립 커피메이커,MORNING BREW,159000,127200,20,45,5390000,
2025,12,12/26,금,8,9100000022,전기 토스터,MORNING BREW,119000,95200,20,44,3983000,
2025,12,12/28,일,1,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,41300,30,147,5407000,
2025,12,12/28,일,2,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,84000,50,107,7612000,
2025,12,12/28,일,3,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,161100,10,50,7042000,
2025,12,12/28,일,4,9100000010,데일리 토트백,ATELIER BAG,259000,220200,15,20,4736000,
2025,12,12/28,일,5,9100000022,전기 토스터,MORNING BREW,119000,71400,40,49,4258000,
2025,12,12/28,일,6,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,158400,20,53,7284000,
2025,12,12/28,일,7,9100000021,드립 커피메이커,MORNING BREW,159000,111300,30,53,6754000,
2025,12,12/28,일,8,9100000017,퍼퓸 바디워시,BOTANIC DAY,39000,23400,40,122,2622000,
2025,12,12/29,월,1,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,89500,50,39,3888000,
2025,12,12/29,월,2,9100000022,전기 토스터,MORNING BREW,119000,71400,40,70,5275000,
2025,12,12/29,월,3,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,138600,30,41,7075000,
2025,12,12/29,월,4,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,40500,10,65,2760000,
2025,12,12/29,월,5,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,89100,10,44,3750000,
2025,12,12/30,화,1,9100000012,진정 세럼,PURELAB,59000,41300,30,219,7769000,
2025,12,12/30,화,2,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,50200,15,94,5589000,
2025,12,12/30,화,3,9100000014,벨벳 립 틴트,GLOWMATE,32000,25600,20,109,2990000,
2025,12,12/30,화,4,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,38000,45,141,5517000,
2025,12,12/30,화,5,9100000002,여성 울 블렌드 가디건,LUMEN,219000,109500,50,59,7108000,
2025,12,12/30,화,6,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,115000,45,61,5920000,
2025,12,12/30,화,7,9100000021,드립 커피메이커,MORNING BREW,159000,95400,40,54,5546000,
2025,12,12/30,화,8,9100000020,세라믹 냄비 세트,HOME TABLE,249000,211600,15,25,6260000,
2025,12,12/31,수,1,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,128700,35,88,12891000,
2025,12,12/31,수,2,9100000017,퍼퓸 바디워시,BOTANIC DAY,39000,33200,15,157,5139000,
2025,12,12/31,수,3,9100000022,전기 토스터,MORNING BREW,119000,83300,30,49,4421000,
2025,12,12/31,수,4,9100000011,수분 장벽 크림,PURELAB,68000,40800,40,213,8284000,
2025,12,12/31,수,5,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,84200,15,49,3994000,
2025,12,12/31,수,6,9100000020,세라믹 냄비 세트,HOME TABLE,249000,161800,35,35,5499000,
2025,12,12/31,수,7,9100000010,데일리 토트백,ATELIER BAG,259000,129500,50,35,5156000,
2026,1,01/02,금,1,9100000017,퍼퓸 바디워시,BOTANIC DAY,39000,23400,40,176,3932000,
2026,1,01/02,금,2,9100000010,데일리 토트백,ATELIER BAG,259000,142400,45,46,6444000,
2026,1,01/02,금,3,9100000014,벨벳 립 틴트,GLOWMATE,32000,28800,10,144,4128000,
2026,1,01/02,금,4,9100000022,전기 토스터,MORNING BREW,119000,95200,20,41,4396000,
2026,1,01/02,금,5,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,24800,45,135,3173000,
2026,1,01/02,금,6,9100000011,수분 장벽 크림,PURELAB,68000,40800,40,192,7185000,
2026,1,01/02,금,7,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,161100,10,25,4294000,
2026,1,01/03,토,1,9100000024,무선 서큘레이터,AIRNEST,189000,160600,15,38,5345000,
2026,1,01/03,토,2,9100000022,전기 토스터,MORNING BREW,119000,83300,30,69,5469000,
2026,1,01/03,토,3,9100000010,데일리 토트백,ATELIER BAG,259000,181300,30,30,6041000,
2026,1,01/03,토,4,9100000014,벨벳 립 틴트,GLOWMATE,32000,24000,25,99,2699000,
2026,1,01/03,토,5,9100000023,미니 공기청정기,AIRNEST,299000,224200,25,27,6625000,
2026,1,01/03,토,6,9100000011,수분 장벽 크림,PURELAB,68000,37400,45,140,5381000,
2026,1,01/04,일,1,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,125300,30,46,6289000,
2026,1,01/04,일,2,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,49500,50,54,2349000,
2026,1,01/04,일,3,9100000009,레더 미니 숄더백,ATELIER BAG,329000,181000,45,29,6433000,
2026,1,01/04,일,4,9100000005,러닝 경량 자켓,MOTION LAB,149000,126600,15,22,3028000,
2026,1,01/04,일,5,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,160600,15,28,4613000,
2026,1,01/05,월,1,9100000013,글로우 쿠션 파운데이션,GLOWMATE,52000,26000,50,238,6130000,
2026,1,01/05,월,2,9100000024,무선 서큘레이터,AIRNEST,189000,94500,50,44,3604000,
2026,1,01/05,월,3,9100000005,러닝 경량 자켓,MOTION LAB,149000,111800,25,41,4103000,
2026,1,01/05,월,4,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,135800,35,32,4140000,
2026,1,01/05,월,5,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,95400,40,46,3974000,
2026,1,01/07,수,1,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,69300,30,56,4690000,
2026,1,01/07,수,2,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,89500,50,59,4460000,
2026,1,01/07,수,3,9100000009,레더 미니 숄더백,ATELIER BAG,329000,213800,35,28,6113000,
2026,1,01/07,수,4,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,126000,25,73,7965000,
2026,1,01/07,수,5,9100000014,벨벳 립 틴트,GLOWMATE,32000,25600,20,134,3153000,
2026,1,01/09,금,1,9100000024,무선 서큘레이터,AIRNEST,189000,141800,25,31,4667000,
2026,1,01/09,금,2,9100000022,전기 토스터,MORNING BREW,119000,77400,35,85,6098000,
2026,1,01/09,금,3,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,29500,50,200,5150000,
2026,1,01/09,금,4,9100000002,여성 울 블렌드 가디건,LUMEN,219000,131400,40,33,3649000,
2026,1,01/09,금,5,9100000023,미니 공기청정기,AIRNEST,299000,209300,30,30,5322000,
2026,1,01/11,일,1,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,117600,30,81,8468000,
2026,1,01/11,일,2,9100000021,드립 커피메이커,MORNING BREW,159000,87400,45,53,4832000,
2026,1,01/11,일,3,9100000011,수분 장벽 크림,PURELAB,68000,44200,35,162,6239000,
2026,1,01/11,일,4,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,58600,15,79,4273000,
2026,1,01/11,일,5,9100000014,벨벳 립 틴트,GLOWMATE,32000,16000,50,133,2199000,
2026,1,01/11,일,6,9100000002,여성 울 블렌드 가디건,LUMEN,219000,109500,50,44,4896000,
2026,1,01/12,월,1,9100000021,드립 커피메이커,MORNING BREW,159000,143100,10,31,4255000,
2026,1,01/12,월,2,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,64400,35,45,3408000,
2026,1,01/12,월,3,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,126000,25,54,5769000,
2026,1,01/12,월,4,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,47200,20,96,4234000,
2026,1,01/12,월,5,9100000005,러닝 경량 자켓,MOTION LAB,149000,96800,35,43,3621000,
2026,1,01/13,화,1,9100000022,전기 토스터,MORNING BREW,119000,71400,40,52,3874000,
2026,1,01/13,화,2,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,107400,40,66,6171000,
2026,1,01/13,화,3,9100000011,수분 장벽 크림,PURELAB,68000,51000,25,55,3475000,
2026,1,01/13,화,4,9100000010,데일리 토트백,ATELIER BAG,259000,129500,50,39,4863000,
2026,1,01/13,화,5,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,152200,15,30,5248000,
2026,1,01/13,화,6,9100000003,남성 클래식 셔츠,NORDEN,129000,103200,20,20,1951000,
2026,1,01/14,수,1,9100000003,남성 클래식 셔츠,NORDEN,129000,64500,50,61,3390000,
2026,1,01/14,수,2,9100000012,진정 세럼,PURELAB,59000,32500,45,213,6927000,
2026,1,01/14,수,3,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,74200,25,44,3716000,
2026,1,01/14,수,4,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,125300,30,32,4014000,
2026,1,01/14,수,5,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,127200,20,23,3319000,
